time_sec,key_index
1.9333333333333333,10
1.9333333333333333,30
1.95,10
1.95,30
1.9666666666666666,10
1.9666666666666666,30
1.9833333333333334,10
1.9833333333333334,30
2.0,10
2.0,30
2.0166666666666666,10
2.0166666666666666,30
2.033333333333333,10
2.05,10
2.066666666666667,10
2.0833333333333335,10
2.1,10
2.1166666666666667,10
2.1333333333333333,10
2.15,10
2.1666666666666665,10
2.1666666666666665,30
2.183333333333333,10
2.183333333333333,30
2.2,30
2.216666666666667,30
2.35,10
2.3666666666666667,10
2.4,17
2.533333333333333,29
2.55,29
2.566666666666667,24
2.566666666666667,29
2.5833333333333335,8
2.5833333333333335,24
2.5833333333333335,29
2.6,8
2.6,24
2.6,29
2.6166666666666667,8
2.6166666666666667,24
2.6166666666666667,29
2.6333333333333333,24
2.65,24
2.65,28
2.6666666666666665,24
2.683333333333333,24
2.8333333333333335,8
2.85,8
2.8666666666666667,8
2.8666666666666667,15
2.8833333333333333,8
2.9,8
2.9166666666666665,8
3.283333333333333,14
3.3,14
3.316666666666667,14
3.3333333333333335,14
3.3333333333333335,23
3.35,14
3.35,23
3.3666666666666667,14
3.3666666666666667,23
3.3833333333333333,14
3.3833333333333333,23
3.4,14
3.4,23
3.4166666666666665,14
3.4166666666666665,23
3.433333333333333,14
3.45,14
3.466666666666667,14
3.4833333333333334,14
3.5166666666666666,19
3.533333333333333,19
3.55,19
3.566666666666667,19
3.5833333333333335,19
3.6,19
3.6166666666666667,19
3.6333333333333333,19
3.65,19
3.6666666666666665,21
3.683333333333333,21
3.7,21
3.7,28
3.716666666666667,21
3.716666666666667,28
3.7333333333333334,21
3.7333333333333334,28
3.783333333333333,29
3.8,29
3.85,30
3.8666666666666667,30
3.8833333333333333,30
3.9,30
3.9166666666666665,30
3.933333333333333,30
3.95,30
3.966666666666667,30
3.9833333333333334,30
4.033333333333333,15
4.033333333333333,26
4.033333333333333,29
4.05,15
4.05,26
4.05,29
4.066666666666666,15
4.066666666666666,26
4.066666666666666,29
4.083333333333333,15
4.083333333333333,26
4.083333333333333,29
4.1,15
4.1,26
4.1,29
4.116666666666666,15
4.116666666666666,26
4.116666666666666,29
4.133333333333334,15
4.133333333333334,26
4.133333333333334,29
4.15,15
4.15,26
4.15,29
4.166666666666667,15
4.166666666666667,26
4.166666666666667,29
4.183333333333334,15
4.183333333333334,26
4.183333333333334,29
4.2,15
4.2,29
4.216666666666667,15
4.216666666666667,19
4.233333333333333,19
4.316666666666666,19
4.333333333333333,19
4.35,19
4.366666666666666,19
4.383333333333334,19
4.4,19
4.4,29
4.416666666666667,19
4.416666666666667,22
4.416666666666667,29
4.433333333333334,19
4.433333333333334,22
4.433333333333334,29
4.45,19
4.45,22
4.45,29
4.466666666666667,22
4.466666666666667,29
4.483333333333333,18
4.483333333333333,22
4.5,22
4.516666666666667,22
4.55,30
4.566666666666666,30
4.583333333333333,30
4.6,30
4.6,31
4.616666666666666,31
4.633333333333334,31
4.65,31
4.666666666666667,31
4.683333333333334,31
4.7,31
4.716666666666667,31
4.733333333333333,31
4.75,31
4.766666666666667,31
4.783333333333333,16
4.8,16
4.816666666666666,16
4.833333333333333,16
4.85,16
4.866666666666666,16
4.883333333333334,16
4.9,16
4.916666666666667,16
4.933333333333334,16
4.95,16
4.966666666666667,16
4.983333333333333,16
4.983333333333333,20
5.166666666666667,30
5.183333333333334,30
5.2,30
5.216666666666667,30
5.533333333333333,21
5.55,21
5.55,28
5.566666666666666,21
5.566666666666666,28
5.583333333333333,21
5.583333333333333,28
5.6,21
5.6,28
5.616666666666666,21
5.616666666666666,28
5.633333333333334,21
5.633333333333334,28
5.65,28
5.666666666666667,28
5.683333333333334,28
5.7,28
5.716666666666667,28
5.733333333333333,28
5.75,28
5.9,34
5.916666666666667,34
5.933333333333334,34
5.95,31
5.95,34
5.966666666666667,31
5.966666666666667,34
5.983333333333333,34
6.0,34
6.016666666666667,34
6.033333333333333,34
6.05,34
6.066666666666666,34
6.083333333333333,34
6.1,34
6.116666666666666,34
6.15,34
6.166666666666667,34
6.283333333333333,17
6.283333333333333,33
6.3,17
6.3,33
6.316666666666666,17
6.316666666666666,33
6.333333333333333,17
6.333333333333333,33
6.35,17
6.35,28
6.35,33
6.366666666666666,17
6.366666666666666,28
6.366666666666666,33
6.383333333333334,17
6.383333333333334,28
6.383333333333334,33
6.4,17
6.4,28
6.4,33
6.416666666666667,17
6.416666666666667,28
6.416666666666667,33
6.433333333333334,17
6.433333333333334,28
6.433333333333334,33
6.45,17
6.45,28
6.45,33
6.466666666666667,17
6.466666666666667,28
6.466666666666667,33
6.483333333333333,17
6.483333333333333,28
6.483333333333333,33
6.5,17
6.5,21
6.5,28
6.5,33
6.516666666666667,21
6.516666666666667,28
6.516666666666667,33
6.533333333333333,21
6.533333333333333,28
6.533333333333333,33
6.55,21
6.55,28
6.55,33
6.566666666666666,21
6.566666666666666,28
6.566666666666666,33
6.583333333333333,21
6.583333333333333,28
6.583333333333333,33
6.6,18
6.6,21
6.6,28
6.6,33
6.616666666666666,18
6.616666666666666,21
6.616666666666666,28
6.616666666666666,33
6.633333333333334,21
6.633333333333334,33
6.65,21
6.65,28
6.65,33
6.666666666666667,21
6.666666666666667,28
6.666666666666667,33
6.683333333333334,21
6.683333333333334,33
6.7,33
6.716666666666667,33
6.733333333333333,28
6.933333333333334,33
6.95,33
6.966666666666667,33
6.983333333333333,33
7.0,33
7.016666666666667,33
7.033333333333333,13
7.033333333333333,33
7.05,13
7.05,31
7.066666666666666,13
7.066666666666666,19
7.066666666666666,31
7.083333333333333,13
7.083333333333333,19
7.083333333333333,31
7.1,13
7.1,19
7.1,31
7.116666666666666,13
7.116666666666666,19
7.116666666666666,31
7.133333333333334,13
7.133333333333334,19
7.133333333333334,31
7.15,13
7.15,19
7.15,31
7.166666666666667,13
7.166666666666667,19
7.166666666666667,31
7.183333333333334,13
7.183333333333334,31
7.2,13
7.2,31
7.216666666666667,13
7.216666666666667,31
7.233333333333333,13
7.233333333333333,31
7.25,13
7.25,31
7.266666666666667,13
7.266666666666667,31
7.283333333333333,13
7.283333333333333,31
7.3,13
7.3,31
7.316666666666666,13
7.316666666666666,31
7.333333333333333,13
7.333333333333333,31
7.35,13
7.35,31
7.366666666666666,13
7.366666666666666,19
7.366666666666666,31
7.383333333333334,13
7.383333333333334,19
7.4,13
7.4,19
7.416666666666667,19
7.5,19
7.966666666666667,26
7.983333333333333,26
8.0,26
8.05,27
8.066666666666666,27
8.083333333333334,27
8.1,27
8.133333333333333,11
8.15,11
8.15,18
8.166666666666666,11
8.183333333333334,11
8.2,11
8.216666666666667,11
8.233333333333333,11
8.366666666666667,29
8.383333333333333,29
8.4,29
8.416666666666666,29
8.433333333333334,29
8.45,29
8.466666666666667,29
8.483333333333333,29
8.5,29
8.516666666666667,29
8.516666666666667,30
8.533333333333333,30
8.55,30
8.566666666666666,30
8.583333333333334,25
8.583333333333334,30
8.6,30
8.616666666666667,30
8.633333333333333,30
8.65,25
8.65,30
8.666666666666666,30
8.683333333333334,30
8.7,30
8.716666666666667,30
8.733333333333333,30
8.75,30
8.766666666666667,30
8.783333333333333,30
8.8,30
8.816666666666666,30
8.833333333333334,30
8.85,30
8.866666666666667,30
8.883333333333333,30
8.9,30
8.916666666666666,20
8.916666666666666,30
8.933333333333334,20
8.933333333333334,30
8.95,20
8.95,29
8.966666666666667,29
