epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,1794.41,0.40389,0.2635,0.86638,0.99826,1,0.995,0.94953,0.35293,0.26092,0.72447,0.001208,0.001208,0.001208
42,1837.74,0.4271,0.28055,0.87368,0.99855,1,0.995,0.97983,0.29363,0.19403,0.73021,0.0011882,0.0011882,0.0011882
43,1880.73,0.43783,0.28882,0.87923,0.99852,1,0.995,0.98076,0.27347,0.22611,0.72872,0.0011684,0.0011684,0.0011684
44,1923.83,0.41191,0.26964,0.87384,0.99808,1,0.995,0.95009,0.31701,0.3227,0.74379,0.0011486,0.0011486,0.0011486
45,1966.57,0.41225,0.27837,0.87502,0.99856,1,0.995,0.98795,0.23148,0.17187,0.7292,0.0011288,0.0011288,0.0011288
46,2008.98,0.41126,0.27386,0.87523,0.99849,1,0.995,0.94891,0.2866,0.21247,0.72512,0.001109,0.001109,0.001109
47,2052.25,0.39625,0.25801,0.87402,0.99824,1,0.995,0.95059,0.32596,0.2508,0.74555,0.0010892,0.0010892,0.0010892
48,2095.25,0.40701,0.26737,0.87928,0.99853,1,0.995,0.95205,0.23594,0.19369,0.74463,0.0010694,0.0010694,0.0010694
49,2137.68,0.38701,0.2609,0.87009,0.99856,1,0.995,0.96697,0.32141,0.27433,0.7335,0.0010496,0.0010496,0.0010496
50,2180.77,0.38194,0.25528,0.86978,0.99804,1,0.995,0.95016,0.32988,0.25315,0.72925,0.0010298,0.0010298,0.0010298
51,2223.08,0.4041,0.26619,0.88369,0.99702,1,0.995,0.98405,0.2438,0.22976,0.7239,0.00101,0.00101,0.00101
52,2265.48,0.39923,0.26007,0.8796,0.99854,1,0.995,0.95149,0.33431,0.18853,0.7268,0.0009902,0.0009902,0.0009902
53,2307.32,0.38765,0.2571,0.86594,0.99857,1,0.995,0.98968,0.23097,0.20095,0.72815,0.0009704,0.0009704,0.0009704
54,2349.23,0.36595,0.25127,0.86893,0.99856,1,0.995,0.99263,0.23574,0.19514,0.72324,0.0009506,0.0009506,0.0009506
55,2391.12,0.37476,0.25351,0.86293,0.99852,1,0.995,0.99299,0.23065,0.21468,0.72388,0.0009308,0.0009308,0.0009308
56,2433.03,0.36301,0.2517,0.8712,0.99848,1,0.995,0.96686,0.31712,0.23819,0.73001,0.000911,0.000911,0.000911
57,2474.85,0.36216,0.25103,0.86986,0.99837,1,0.995,0.96795,0.26429,0.20323,0.72387,0.0008912,0.0008912,0.0008912
58,2517.21,0.38645,0.25211,0.8717,0.99846,1,0.995,0.9668,0.28981,0.23173,0.72694,0.0008714,0.0008714,0.0008714
59,2561,0.35732,0.23257,0.86366,0.99857,1,0.995,0.97805,0.23743,0.16986,0.71576,0.0008516,0.0008516,0.0008516
60,2604.24,0.33348,0.22588,0.8652,0.99856,1,0.995,0.99161,0.26122,0.17878,0.70985,0.0008318,0.0008318,0.0008318
61,2648.11,0.35443,0.23205,0.86468,0.99197,1,0.995,0.9862,0.28399,0.24633,0.72238,0.000812,0.000812,0.000812
62,2691.8,0.3567,0.238,0.87211,0.99647,1,0.995,0.99353,0.26987,0.26844,0.7173,0.0007922,0.0007922,0.0007922
63,2735.23,0.34682,0.23003,0.85579,0.99858,1,0.995,0.97011,0.26855,0.18666,0.71731,0.0007724,0.0007724,0.0007724
64,2778.89,0.33854,0.22455,0.86513,0.99857,1,0.995,0.98807,0.22265,0.15601,0.70638,0.0007526,0.0007526,0.0007526
65,2822.39,0.34731,0.22331,0.85908,0.99854,1,0.995,0.95536,0.29333,0.20687,0.71413,0.0007328,0.0007328,0.0007328
66,2866.07,0.35613,0.22683,0.86737,0.99857,1,0.995,0.98598,0.25828,0.1917,0.70895,0.000713,0.000713,0.000713
67,2909.82,0.32566,0.21886,0.86001,0.99858,1,0.995,0.9788,0.25812,0.16639,0.71233,0.0006932,0.0006932,0.0006932
68,2953.41,0.32162,0.21641,0.8578,0.9986,1,0.995,0.9915,0.24213,0.21419,0.70833,0.0006734,0.0006734,0.0006734
69,2997.76,0.32857,0.2135,0.85369,0.99856,1,0.995,0.98469,0.24713,0.19643,0.71186,0.0006536,0.0006536,0.0006536
70,3044.97,0.32341,0.21408,0.85868,0.99541,1,0.995,0.98778,0.22526,0.23212,0.70848,0.0006338,0.0006338,0.0006338
71,3089.92,0.32936,0.21828,0.8583,0.99854,1,0.995,0.98782,0.21795,0.22611,0.70606,0.000614,0.000614,0.000614
72,3134.1,0.31532,0.21867,0.85654,0.99853,1,0.995,0.98876,0.22313,0.20207,0.70142,0.0005942,0.0005942,0.0005942
73,3177.94,0.31321,0.2174,0.85988,0.99857,1,0.995,0.99331,0.23213,0.18471,0.7097,0.0005744,0.0005744,0.0005744
74,3221.46,0.3013,0.20575,0.85915,0.9986,1,0.995,0.995,0.21548,0.1478,0.71705,0.0005546,0.0005546,0.0005546
75,3265.87,0.31016,0.2073,0.85651,0.9985,1,0.995,0.98787,0.24843,0.16953,0.70882,0.0005348,0.0005348,0.0005348
76,3310.31,0.31177,0.20858,0.86219,0.99849,1,0.995,0.9905,0.21203,0.1699,0.70341,0.000515,0.000515,0.000515
77,3354.48,0.30523,0.20775,0.85408,0.99834,1,0.995,0.995,0.22193,0.16404,0.71298,0.0004952,0.0004952,0.0004952
78,3398.51,0.31457,0.20939,0.86301,0.9986,1,0.995,0.98776,0.22996,0.19118,0.71142,0.0004754,0.0004754,0.0004754
79,3442.54,0.31531,0.20669,0.86496,0.99861,1,0.995,0.99362,0.2167,0.15198,0.7048,0.0004556,0.0004556,0.0004556
80,3486.73,0.33138,0.21498,0.85696,0.99857,1,0.995,0.995,0.2163,0.16556,0.70777,0.0004358,0.0004358,0.0004358
81,3531.79,0.30316,0.20494,0.85173,0.9986,1,0.995,0.98714,0.20951,0.14442,0.71122,0.000416,0.000416,0.000416
82,3576.91,0.31663,0.21687,0.85936,0.99857,1,0.995,0.98713,0.21527,0.18053,0.71105,0.0003962,0.0003962,0.0003962
83,3621.97,0.30316,0.20525,0.85661,0.99858,1,0.995,0.98871,0.23226,0.14644,0.70769,0.0003764,0.0003764,0.0003764
84,3667.39,0.30334,0.20537,0.85869,0.9986,1,0.995,0.99186,0.24835,0.14611,0.71271,0.0003566,0.0003566,0.0003566
85,3713.55,0.28316,0.19281,0.84459,0.99862,1,0.995,0.98576,0.26282,0.18237,0.72607,0.0003368,0.0003368,0.0003368
86,3757.07,0.28262,0.19128,0.86005,0.99861,1,0.995,0.995,0.2393,0.1763,0.7201,0.000317,0.000317,0.000317
87,3799.59,0.30258,0.20002,0.85973,0.99859,1,0.995,0.99222,0.22122,0.15456,0.70678,0.0002972,0.0002972,0.0002972
88,3843.08,0.28893,0.19115,0.86075,0.99859,1,0.995,0.995,0.23239,0.13189,0.71109,0.0002774,0.0002774,0.0002774
89,3885.96,0.27097,0.18683,0.8567,0.99859,1,0.995,0.99211,0.2247,0.13722,0.70597,0.0002576,0.0002576,0.0002576
90,3929.21,0.28276,0.19263,0.85038,0.9986,1,0.995,0.995,0.2041,0.14568,0.70387,0.0002378,0.0002378,0.0002378
91,3971.12,0.22858,0.1669,0.84183,0.99858,1,0.995,0.98692,0.20593,0.14937,0.70371,0.000218,0.000218,0.000218
92,4012.67,0.22974,0.15944,0.84895,0.99859,1,0.995,0.995,0.2012,0.15187,0.70579,0.0001982,0.0001982,0.0001982
93,4053.76,0.19983,0.14591,0.83761,0.9986,1,0.995,0.99302,0.23903,0.15134,0.7219,0.0001784,0.0001784,0.0001784
94,4094.99,0.20186,0.14187,0.82679,0.99859,1,0.995,0.995,0.21411,0.15308,0.70687,0.0001586,0.0001586,0.0001586
95,4136.66,0.19195,0.13676,0.84864,0.99858,1,0.995,0.995,0.23143,0.15078,0.71178,0.0001388,0.0001388,0.0001388
96,4178.59,0.19973,0.13692,0.8435,0.99858,1,0.995,0.98782,0.21851,0.1343,0.70915,0.000119,0.000119,0.000119
97,4220.79,0.19109,0.13138,0.834,0.99859,1,0.995,0.98043,0.225,0.13811,0.7137,9.92e-05,9.92e-05,9.92e-05
98,4261.61,0.17768,0.12607,0.83328,0.9986,1,0.995,0.9838,0.23086,0.13776,0.70997,7.94e-05,7.94e-05,7.94e-05
99,4302.73,0.17856,0.12685,0.82929,0.99861,1,0.995,0.97994,0.21111,0.14318,0.70781,5.96e-05,5.96e-05,5.96e-05
100,4343.18,0.17137,0.12357,0.82122,0.99859,1,0.995,0.98048,0.21777,0.13634,0.71064,3.98e-05,3.98e-05,3.98e-05
