epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,762.196,0.39088,0.38081,0.82241,0.97531,1,0.98511,0.87904,0.37349,0.30518,0.7555,0.00104703,0.00104703,0.00104703
29,789.727,0.37675,0.36395,0.81676,0.97453,1,0.98726,0.88165,0.36022,0.29614,0.75231,0.00103288,0.00103288,0.00103288
30,816.709,0.37133,0.3588,0.81551,0.97254,1,0.9807,0.86119,0.37273,0.31646,0.75579,0.00101873,0.00101873,0.00101873
31,843.751,0.37882,0.35804,0.81715,0.97164,1,0.98425,0.84436,0.42341,0.3211,0.76083,0.00100459,0.00100459,0.00100459
32,870.729,0.37747,0.35262,0.82076,0.97611,1,0.99005,0.86343,0.37823,0.29495,0.75333,0.00099044,0.00099044,0.00099044
33,897.937,0.37595,0.34583,0.81241,0.9751,1,0.98855,0.83085,0.40595,0.29133,0.75998,0.000976293,0.000976293,0.000976293
34,925.138,0.37843,0.34778,0.81764,0.97488,1,0.9879,0.83945,0.36419,0.27981,0.75305,0.000962146,0.000962146,0.000962146
35,952.516,0.36889,0.33719,0.81984,0.97456,1,0.98253,0.8692,0.33441,0.26106,0.75016,0.000947999,0.000947999,0.000947999
36,979.338,0.37477,0.33581,0.82161,0.9724,1,0.985,0.8801,0.36219,0.27656,0.75488,0.000933851,0.000933851,0.000933851
37,1006.17,0.37967,0.33406,0.81792,0.97692,1,0.9821,0.87527,0.34966,0.27518,0.74891,0.000919704,0.000919704,0.000919704
38,1033,0.37104,0.32475,0.81407,0.9696,1,0.9822,0.85858,0.34301,0.27296,0.7493,0.000905557,0.000905557,0.000905557
39,1060.03,0.36103,0.31907,0.81192,0.97668,1,0.98543,0.85186,0.34846,0.26894,0.74924,0.00089141,0.00089141,0.00089141
40,1086.93,0.35281,0.31091,0.81469,0.97065,1,0.9807,0.88062,0.34627,0.27268,0.75036,0.000877263,0.000877263,0.000877263
41,1113.73,0.3719,0.31889,0.81787,0.97589,1,0.9793,0.86116,0.34694,0.25671,0.75008,0.000863116,0.000863116,0.000863116
42,1140.42,0.36059,0.31304,0.81309,0.97631,1,0.98005,0.88768,0.34276,0.26912,0.7463,0.000848969,0.000848969,0.000848969
43,1167.44,0.35378,0.30433,0.81588,0.97493,1,0.9822,0.87456,0.34641,0.25438,0.749,0.000834822,0.000834822,0.000834822
44,1194.31,0.3486,0.30253,0.81571,0.97664,1,0.985,0.87456,0.32501,0.24508,0.74636,0.000820675,0.000820675,0.000820675
45,1221.18,0.33931,0.29393,0.80899,0.97632,1,0.985,0.84907,0.38965,0.25096,0.75898,0.000806528,0.000806528,0.000806528
46,1248.42,0.33975,0.29513,0.80876,0.97622,1,0.97855,0.88201,0.34072,0.25492,0.74871,0.00079238,0.00079238,0.00079238
47,1275.47,0.34983,0.29134,0.81043,0.9747,1,0.98747,0.87439,0.34782,0.25012,0.74646,0.000778233,0.000778233,0.000778233
48,1302.29,0.34972,0.29497,0.81316,0.97426,1,0.98575,0.85884,0.38766,0.26168,0.75197,0.000764086,0.000764086,0.000764086
49,1329.11,0.35115,0.29513,0.81085,0.97526,1,0.98435,0.87655,0.3516,0.24767,0.74614,0.000749939,0.000749939,0.000749939
50,1355.96,0.34151,0.29063,0.81241,0.97472,1,0.98102,0.87671,0.31964,0.2392,0.74517,0.000735792,0.000735792,0.000735792
51,1382.99,0.34243,0.2904,0.81227,0.97347,1,0.9807,0.88544,0.33393,0.24499,0.74825,0.000721645,0.000721645,0.000721645
52,1411.39,0.34429,0.29185,0.81383,0.97558,1,0.98543,0.88694,0.34122,0.2365,0.75102,0.000707498,0.000707498,0.000707498
53,1438.39,0.35095,0.28908,0.81767,0.97572,1,0.98081,0.86789,0.38017,0.24939,0.75483,0.000693351,0.000693351,0.000693351
54,1465.1,0.34442,0.28032,0.81296,0.97555,1,0.9822,0.86853,0.35745,0.24393,0.74897,0.000679204,0.000679204,0.000679204
55,1491.9,0.33849,0.27735,0.80913,0.9754,1,0.98425,0.87285,0.32908,0.23998,0.74743,0.000665057,0.000665057,0.000665057
56,1518.67,0.33632,0.2794,0.81178,0.97501,1,0.98511,0.87725,0.32448,0.22941,0.74487,0.000650909,0.000650909,0.000650909
57,1545.41,0.33182,0.27273,0.80697,0.97518,1,0.98435,0.86636,0.3335,0.23703,0.7454,0.000636762,0.000636762,0.000636762
58,1572.09,0.32747,0.26833,0.80145,0.97585,1,0.98253,0.8812,0.34774,0.22389,0.7484,0.000622615,0.000622615,0.000622615
59,1598.79,0.33945,0.27498,0.81079,0.97586,1,0.9821,0.87207,0.3265,0.22079,0.74749,0.000608468,0.000608468,0.000608468
60,1625.5,0.33754,0.26884,0.80852,0.97507,1,0.98145,0.85857,0.35929,0.22513,0.74935,0.000594321,0.000594321,0.000594321
61,1652.39,0.35242,0.2776,0.81164,0.97471,1,0.9864,0.87986,0.32261,0.2193,0.74471,0.000580174,0.000580174,0.000580174
62,1679.43,0.33546,0.26586,0.80651,0.9743,1,0.98425,0.87128,0.35837,0.2234,0.74916,0.000566027,0.000566027,0.000566027
63,1706.01,0.33032,0.25886,0.8068,0.97437,1,0.9793,0.88041,0.32307,0.2176,0.74474,0.00055188,0.00055188,0.00055188
64,1732.47,0.31145,0.25623,0.80777,0.97515,1,0.98145,0.88104,0.32001,0.21789,0.74589,0.000537733,0.000537733,0.000537733
65,1758.84,0.32418,0.25833,0.8077,0.97414,1,0.97973,0.87203,0.33529,0.21715,0.74527,0.000523586,0.000523586,0.000523586
66,1785.45,0.31342,0.25532,0.80205,0.97534,1,0.97962,0.86969,0.36243,0.21806,0.7491,0.000509438,0.000509438,0.000509438
67,1811.95,0.32891,0.25999,0.80785,0.97511,1,0.98392,0.86964,0.31531,0.21281,0.74411,0.000495291,0.000495291,0.000495291
68,1838.35,0.33512,0.25733,0.80409,0.97387,1,0.98005,0.86202,0.35683,0.21795,0.75027,0.000481144,0.000481144,0.000481144
69,1864.74,0.32827,0.2577,0.80577,0.97619,1,0.98145,0.89014,0.30514,0.20291,0.74107,0.000466997,0.000466997,0.000466997
70,1891.1,0.33139,0.25293,0.80948,0.97718,1,0.98177,0.89079,0.31993,0.20727,0.74341,0.00045285,0.00045285,0.00045285
71,1917.63,0.32589,0.2546,0.80486,0.97539,1,0.9793,0.87573,0.3415,0.21672,0.74461,0.000438703,0.000438703,0.000438703
72,1944.48,0.33471,0.25599,0.80661,0.97573,1,0.9822,0.87798,0.30368,0.20457,0.74148,0.000424556,0.000424556,0.000424556
73,1971.44,0.31971,0.25059,0.80572,0.97593,1,0.9821,0.87982,0.29661,0.20135,0.7414,0.000410409,0.000410409,0.000410409
74,1998.3,0.32216,0.24856,0.80648,0.97597,1,0.97608,0.87648,0.36334,0.2242,0.74897,0.000396262,0.000396262,0.000396262
75,2026.65,0.31166,0.24464,0.80255,0.97672,1,0.98038,0.89358,0.3123,0.21122,0.74371,0.000382115,0.000382115,0.000382115
76,2053.56,0.31074,0.23864,0.80196,0.9769,1,0.98425,0.87967,0.31274,0.2058,0.74379,0.000367967,0.000367967,0.000367967
77,2080.45,0.31425,0.2411,0.80453,0.97701,1,0.98543,0.88023,0.34687,0.21088,0.74648,0.00035382,0.00035382,0.00035382
78,2107.44,0.31468,0.23954,0.80237,0.97645,1,0.985,0.88023,0.32835,0.204,0.74396,0.000339673,0.000339673,0.000339673
79,2134.41,0.30697,0.23878,0.80483,0.97679,1,0.98317,0.88468,0.30648,0.19528,0.74132,0.000325526,0.000325526,0.000325526
80,2161.35,0.30371,0.23402,0.80141,0.97635,1,0.9822,0.8909,0.305,0.19201,0.74159,0.000311379,0.000311379,0.000311379
81,2188.33,0.30507,0.23719,0.80645,0.97569,1,0.98145,0.88386,0.32001,0.19968,0.74241,0.000297232,0.000297232,0.000297232
82,2215.24,0.30838,0.23226,0.80199,0.97619,1,0.9778,0.87623,0.31561,0.19247,0.74304,0.000283085,0.000283085,0.000283085
83,2242.21,0.3056,0.22931,0.79847,0.97711,1,0.97543,0.88212,0.3232,0.1979,0.74416,0.000268938,0.000268938,0.000268938
84,2269.37,0.30923,0.23502,0.80108,0.97672,1,0.9779,0.88984,0.34206,0.20192,0.74715,0.000254791,0.000254791,0.000254791
85,2296.39,0.29373,0.22982,0.79944,0.97644,1,0.97962,0.89299,0.30634,0.18828,0.74196,0.000240644,0.000240644,0.000240644
86,2323.62,0.29304,0.22662,0.80003,0.97642,1,0.97855,0.88834,0.30439,0.18535,0.74015,0.000226497,0.000226497,0.000226497
87,2350.85,0.28999,0.22475,0.80023,0.97592,1,0.97747,0.87468,0.31509,0.18458,0.74228,0.000212349,0.000212349,0.000212349
88,2377.99,0.29267,0.22647,0.80033,0.97575,1,0.97855,0.87809,0.31912,0.1905,0.74239,0.000198202,0.000198202,0.000198202
89,2405.22,0.3009,0.22853,0.80211,0.97644,1,0.97995,0.87254,0.31445,0.18726,0.74382,0.000184055,0.000184055,0.000184055
90,2432.14,0.30029,0.22483,0.8013,0.97599,1,0.97887,0.88352,0.31324,0.18754,0.74287,0.000169908,0.000169908,0.000169908
91,2458.39,0.28408,0.21758,0.78778,0.97565,1,0.97532,0.87389,0.31513,0.19196,0.74185,0.000155761,0.000155761,0.000155761
92,2484.49,0.26411,0.20423,0.78314,0.97545,1,0.97683,0.88953,0.30521,0.19745,0.74148,0.000141614,0.000141614,0.000141614
93,2510.75,0.26519,0.2087,0.78484,0.97584,1,0.97715,0.88138,0.30297,0.19076,0.74001,0.000127467,0.000127467,0.000127467
94,2536.66,0.26068,0.19939,0.78061,0.97633,1,0.97898,0.87331,0.30424,0.19077,0.74018,0.00011332,0.00011332,0.00011332
95,2562.22,0.25576,0.19602,0.78452,0.97687,1,0.97823,0.87738,0.30183,0.18839,0.74004,9.91726e-05,9.91726e-05,9.91726e-05
96,2587.83,0.25414,0.19312,0.78805,0.97714,1,0.9772,0.87892,0.30176,0.1898,0.73972,8.50255e-05,8.50255e-05,8.50255e-05
97,2613.41,0.24578,0.18942,0.77984,0.97706,1,0.975,0.87408,0.30903,0.19072,0.74147,7.08784e-05,7.08784e-05,7.08784e-05
98,2639.13,0.25009,0.18919,0.78619,0.9768,1,0.97398,0.87961,0.31991,0.19051,0.74239,5.67313e-05,5.67313e-05,5.67313e-05
99,2664.69,0.24655,0.18682,0.77962,0.97664,1,0.97398,0.88071,0.31212,0.18799,0.74151,4.25842e-05,4.25842e-05,4.25842e-05
100,2690.3,0.24582,0.18617,0.781,0.97667,1,0.97398,0.88109,0.30935,0.18801,0.74093,2.84371e-05,2.84371e-05,2.84371e-05
